VAR00001;VAR00002;VAR00003;VAR00004;VAR00005;VAR00006;VAR00007;VAR00008;VAR00009;VAR00010;VAR00011;VAR00012;VAR00013;VAR00014;VAR00015;VAR00016;VAR00017;VAR00018;VAR00019;VAR00020;VAR00021;VAR00022;VAR00023;VAR00024;VAR00025;VAR00026;VAR00027;VAR00028;VAR00029;VAR00030;VAR00031;VAR00032;VAR00033;VAR00034;VAR00036;VAR00039;VAR00040;VAR00143;VAR00166;VAR00041;VAR00042;VAR00043;VAR00044;VAR00045;VAR00046;VAR00047;VAR00048;VAR00049;VAR00050;VAR00051;VAR00052;VAR00053;VAR00054;VAR00055;VAR00056;VAR00057;VAR00058;VAR00059;VAR00060;VAR00061;VAR00062;VAR00063;VAR00064;VAR00134;VAR00133;VAR00132;VAR00131;VAR00065;VAR00138;VAR00135;VAR00140;VAR00141;VAR00142;VAR00144;VAR00145;VAR00146;VAR00149;VAR00150;VAR00153;VAR00155;VAR00158;VAR00160;VAR00066;VAR00067;VAR00068;VAR00069;VAR00070;VAR00071;VAR00072;VAR00073;VAR00074;VAR00075;VAR00076;VAR00077;VAR00078;VAR00079;VAR00167;VAR00168;VAR00080;VAR00081;VAR00082;VAR00083;VAR00139;VAR00151;VAR00154;VAR00157;VAR00159;VAR00162;VAR00084;VAR00085;VAR00086;VAR00087;VAR00088;VAR00089;VAR00090;VAR00091;VAR00092;VAR00093;VAR00094;VAR00095;VAR00137;VAR00136;VAR00147;VAR00148;VAR00152;VAR00163;VAR00164;VAR00165;VAR00169;VAR00170;VAR00171;VAR00096;VAR00097;VAR00098;VAR00099;VAR00100;VAR00101;VAR00102;VAR00103;VAR00104;VAR00105;VAR00106;VAR00107;VAR00108;VAR00109;VAR00110;VAR00111;VAR00112;VAR00113;VAR00114;VAR00115;VAR00116;VAR00117;VAR00118;VAR00119;VAR00120;VAR00121;VAR00122;VAR00123;VAR00124;VAR00125;VAR00126;VAR00127;VAR00128;VAR00129;VAR00161;VAR00035;VAR00037;VAR00038;VAR00130;VAR00156;VAR00172;VAR00173;VAR00174;VAR00175;VAR00176;VAR00177;VAR00178;VAR00179;VAR00180;VAR00181;VAR00182;VAR00183;VAR00184;VAR00185;VAR00186;VAR00187;VAR00188;VAR00189;VAR00190;VAR00191;VAR00192;VAR00193;VAR00194;VAR00195;VAR00196;VAR00197;VAR00198;VAR00199;VAR00200;VAR00201;VAR00202;VAR00203;VAR00204;VAR00205;VAR00206;VAR00207;VAR00208;VAR00209;VAR00210;VAR00211;VAR00212;VAR00213;VAR00214;VAR00215;VAR00216;VAR00217;VAR00218;VAR00219;VAR00220;VAR00221;VAR00222;VAR00223;VAR00224;VAR00225;VAR00226;VAR00227;VAR00228;VAR00229;VAR00230;VAR00231;VAR00232
1,0;13112017,0;Karina;West Carina;Newpark;Masculino;Solteiro/Separado/Desquitado/Divorciado/Viúvo;Não;Nenhuma;Nenhuma;Nenhuma;25 a 34 anos;Sup. Completo;Rio de Janeiro;Químicos de Fluídos;Químico;Cinco a seis anos;Cinco a seis anos;Quatorze dias;Quatorze dias;;Raramente;Sempre;Nunca;Às vezes;Sempre;Quase sempre;Raramente;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;1,0;1,0;Nem satisfeito/Nem insatisfeito;Satisfeito;Nem satisfeito/Nem insatisfeito;Sempre;Quase sempre;Sempre;Raramente;Às vezes;Raramente;Raramente;Nunca;Raramente;Às vezes;Às vezes;Nunca;Nunca;Nunca;Nunca;Nunca;Quase sempre;Nunca;Quase sempre;Quase sempre;Ruim;não se aplica;se aplica;não se aplica;se aplica;se aplica;,0;não se aplica;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;Muitas vezes;Nunca;Nunca;Raramente;Nunca;Nunca;Raramente;Raramente;Nunca;Muitas vezes;Nunca;Nunca;Nunca;Nunca;1,0;1,0;Nunca;Raramente;Às vezes;Nunca;Nunca;Nunca;1,0;1,0;1,0;1,0;Raramente;Nunca;Muitas vezes;Raramente;Raramente;Nunca;Nunca;Raramente;Raramente;Às vezes;Às vezes;Nunca;Nunca;Nunca;Nunca;Nunca;1,0;1,0;1,0;1,0;1,0;1,0;1,0;Sempre;Muitas vezes;Muitas vezes;Sempre;Sempre;Sempre;Sempre;Qualquer pessoa que trabalha na plataforma;Raramente;Raramente;Nunca;Nunca;Alguma coisa;Conheço bem;Leve;Alto;Alto;Médio;Alto;Sempre;Nunca;Muitas vezes;Nem satisfeito/Nem insatisfeito;Satisfeito;Satisfeito;Sempre;Muitas vezes;Nunca;Nunca;Sempre;Às vezes;Às vezes;Nunca;Às vezes;aplica;aplica;aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;aplica;aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;;
2,0;13112017,0;Karina;West Carina;PETROBRAS;Masculino;Solteiro/Separado/Desquitado/Divorciado/Viúvo;Não;Nenhuma;Nenhuma;Nenhuma;35 a 44 anos;Sup. Completo;Goiânia-GO;Fiscalização;Engenheiro Fiscal;Três a quatro anos;Três a quatro anos;Quatorze dias;Vinte e um dias;Treze a 14 horas;Sempre;;Nunca;Nunca;Nunca;Às vezes;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;1,0;1,0;Nem satisfeito/Nem insatisfeito;Satisfeito;Muito satisfeito;Quase sempre;Nunca;Às vezes;Nunca;Raramente;Nunca;Nunca;Nunca;Raramente;Quase sempre;Raramente;Quase sempre;Nunca;Raramente;Raramente;Nunca;Nunca;Nunca;Nunca;Nunca;Muito bom;se aplica;não se aplica;não se aplica;não se aplica;não se aplica;,0;se aplica;1,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;Às vezes;Raramente;Raramente;Raramente;Raramente;Raramente;Nunca;Nunca;Raramente;Às vezes;Nunca;Nunca;Nunca;Nunca;1,0;1,0;Raramente;Às vezes;Nunca;Às vezes;Nunca;Nunca;1,0;1,0;1,0;1,0;Raramente;Nunca;Muitas vezes;Às vezes;Nunca;Nunca;Nunca;Nunca;Nunca;Às vezes;Raramente;Nunca;Nunca;Nunca;Nunca;Nunca;1,0;1,0;1,0;1,0;1,0;1,0;1,0;Às vezes;Às vezes;Às vezes;Raramente;Sempre;Raramente;Muitas vezes;Qualquer pessoa que trabalha na plataforma;Raramente;Nunca;Nunca;Nunca;Conheço bem;Conheço bem;Leve;Médio;Leve;Leve;Leve;Sempre;Raramente;Às vezes;Nem satisfeito/Nem insatisfeito;Muito satisfeito;Satisfeito;Sempre;Muitas vezes;Raramente;Nunca;Muitas vezes;Muitas vezes;Às vezes;Nunca;Raramente;Não se aplica;Não se aplica;Não se aplica;aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;;
3,0;13112017,0;Karina;West Carina;Halliburton;Masculino;Solteiro/Separado/Desquitado/Divorciado/Viúvo;Não;Nenhuma;Nenhuma;Nenhuma;35 a 44 anos;Sup. Completo;Rio de Janeiro;Perfuração;Engenheiro Direcional;Mais de 10 anos;Mais de 10 anos;Quatorze dias;Sete;Doze horas;Sempre;Sempre;Nunca;Sempre;Raramente;Sempre;Nunca;Às vezes;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;1,0;1,0;Satisfeito;Nem satisfeito/Nem insatisfeito;NR;Às vezes;Nunca;Às vezes;Às vezes;Às vezes;Nunca;Nunca;Nunca;Às vezes;Nunca;Às vezes;Às vezes;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Bom;não se aplica;não se aplica;não se aplica;não se aplica;não se aplica;1,0;não se aplica;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;Raramente;Nunca;Nunca;Nunca;Raramente;Raramente;Nunca;Raramente;Raramente;Às vezes;Raramente;Nunca;Nunca;Raramente;1,0;1,0;Raramente;Raramente;Raramente;Nunca;Raramente;Nunca;1,0;1,0;1,0;1,0;Raramente;Nunca;Muitas vezes;Nunca;Nunca;Nunca;Nunca;Nunca;Raramente;Às vezes;Às vezes;Às vezes;Nunca;Nunca;Nunca;Nunca;1,0;1,0;1,0;1,0;1,0;1,0;1,0;Sempre;Sempre;Sempre;Raramente;Sempre;Sempre;Às vezes;Qualquer pessoa que trabalha na plataforma;Raramente;Nunca;Nunca;Nunca;Conheço bem;Conheço bem;Leve;Alto;Alto;Médio;Médio;Sempre;Nunca;Às vezes;Nem satisfeito/Nem insatisfeito;Satisfeito;Muito satisfeito;Sempre;Sempre;Nunca;Nunca;Sempre;Às vezes;Às vezes;Nunca;Nunca;Não se aplica;Não se aplica;Não se aplica;Não se aplica;aplica;aplica;aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;aplica;aplica;aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;;
4,0;13112017,0;Karina;West Carina;Halliburton;Masculino;Casado/União Estável/Morando juntos;Sim;Uma criança;Um adolescente;Um adulto;45 a 54 anos;Especialização;Macaé-RJ;CPM (Consult project Management);Coordenador de projetos;Mais de 10 anos;nove a dez anos;Quatorze dias;Quatorze dias;Quatorze;Sempre;Às vezes;Nunca;Sempre;Às vezes;Sempre;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;1,0;1,0;Satisfeito;Satisfeito;Satisfeito;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Bom;não se aplica;não se aplica;não se aplica;não se aplica;não se aplica;1,0;se aplica;,0;1,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;Às vezes;Nunca;Nunca;Nunca;Raramente;Nunca;Nunca;Nunca;Nunca;Às vezes;Nunca;Nunca;Nunca;Nunca;1,0;1,0;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;1,0;1,0;1,0;1,0;Nunca;Nunca;Muitas vezes;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Às vezes;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;1,0;1,0;1,0;1,0;1,0;1,0;1,0;Às vezes;Raramente;Às vezes;Às vezes;Sempre;Sempre;Muitas vezes;Qualquer pessoa que trabalha na plataforma;Às vezes;Às vezes;Nunca;Nunca;Alguma coisa;Conheço bem;Leve;Alto;Alto;Médio;Alto;Sempre;Nunca;Muitas vezes;Satisfeito;Satisfeito;Satisfeito;Muitas vezes;Muitas vezes;Raramente;Raramente;Muitas vezes;Às vezes;Às vezes;Nunca;Raramente;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;;
5,0;13112017,0;Karina;West Carina;Seadrill;Feminino;Solteiro/Separado/Desquitado/Divorciado/Viúvo;Não;Nenhuma;Nenhuma;Nenhuma;35 a 44 anos;Especialização;Rio de Janeiro;HSE;Enfermeira do trabalho e marítma;Mais de 10 anos;nove a dez anos;Quatorze dias;Quatorze dias;Doze + hora extra quando chamar;Quase sempre;Quase sempre;Nunca;Sempre;Às vezes;Raramente;Nunca;Nunca;Quase sempre;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;1,0;1,0;Nem satisfeito/Nem insatisfeito;Muito satisfeito;Muito satisfeito;Às vezes;Nunca;Às vezes;Nunca;Raramente;Raramente;Raramente;Nunca;Às vezes;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Bom;não se aplica;não se aplica;não se aplica;não se aplica;não se aplica;,0;se aplica;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;Às vezes;Às vezes;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Às vezes;Nunca;Nunca;Nunca;Nunca;1,0;1,0;Nunca;Às vezes;Raramente;Às vezes;Raramente;Nunca;1,0;1,0;1,0;1,0;Nunca;Às vezes;Raramente;Raramente;Nunca;Nunca;Às vezes;Raramente;Às vezes;Às vezes;Às vezes;Às vezes;Às vezes;Nunca;Nunca;Nunca;1,0;1,0;1,0;1,0;1,0;1,0;1,0;Muitas vezes;Muitas vezes;Às vezes;Às vezes;Sempre;Sempre;Sempre;Qualquer pessoa que trabalha na plataforma;Às vezes;Raramente;Nunca;Nunca;Conheço bem;Conheço bem;Médio;Leve;Nenhum;Nenhum;Nenhum;Sempre;Nunca;Raramente;Muito satisfeito;Muito satisfeito;Muito satisfeito;Sempre;Sempre;Nunca;Às vezes;Muitas vezes;Muitas vezes;Muitas vezes;Nunca;Raramente;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;;
6,0;13112017,0;Karina;West Carina;PETROBRAS;Masculino;Casado/União Estável/Morando juntos;Sim;Nenhuma;Nenhuma;Um adulto;35 a 44 anos;Médio Completo;São Mateus-ES;Revestimetno e cimentação;Técnico de perfuração em poços;Sete a oito anos;Mais de 10 anos;Quatorze dias;Vinte e um dias;Doze horas;Raramente;Sempre;Nunca;Às vezes;Às vezes;Às vezes;Nunca;Nunca;Nunca;Às vezes;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;1,0;1,0;Satisfeito;Satisfeito;Satisfeito;Sempre;Sempre;Nunca;Nunca;Raramente;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Bom;não se aplica;não se aplica;não se aplica;não se aplica;não se aplica;,0;não se aplica;,0;,0;1,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;Às vezes;Nunca;Nunca;Nunca;Raramente;Raramente;Nunca;Nunca;Nunca;Às vezes;Nunca;Nunca;Nunca;Nunca;1,0;1,0;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;1,0;1,0;1,0;1,0;Raramente;Nunca;Às vezes;Nunca;Raramente;Nunca;Nunca;Nunca;Nunca;Raramente;Raramente;Raramente;Nunca;Raramente;Nunca;Nunca;1,0;1,0;1,0;1,0;1,0;1,0;1,0;Às vezes;Muitas vezes;Muitas vezes;Às vezes;Sempre;Sempre;Sempre;Qualquer pessoa que trabalha na plataforma;Raramente;Nunca;Nunca;Nunca;Conheço bem;Conheço bem;Leve;Alto;Leve;Leve;Leve;Sempre;Nunca;Raramente;Satisfeito;Satisfeito;Satisfeito;Sempre;Sempre;Nunca;Nunca;Às vezes;Às vezes;Às vezes;Nunca;Nunca;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;;
7,0;13112017,0;Karina;West Carina;Sodexo;Masculino;Solteiro/Separado/Desquitado/Divorciado/Viúvo;Não;Nenhuma;Nenhuma;Nenhuma;25 a 34 anos;Médio Completo;Cabo Frio-RJ;Hotelaria;Taipeiro Líder;nove a dez anos;nove a dez anos;Quatorze dias;Quatorze dias;Doze horas;Raramente;Sempre;Nunca;Raramente;Sempre;Sempre;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;1,0;1,0;Nem satisfeito/Nem insatisfeito;Satisfeito;Muito insatisfeito;Nunca;Às vezes;Sempre;Nunca;Nunca;Raramente;Nunca;Nunca;Sempre;Nunca;Sempre;Nunca;Nunca;Raramente;Nunca;Nunca;Nunca;Nunca;Às vezes;Quase sempre;Nem bom nem ruim;não se aplica;se aplica;não se aplica;não se aplica;não se aplica;,0;não se aplica;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;Às vezes;Nunca;Às vezes;Raramente;Nunca;Nunca;Nunca;Nunca;Nunca;Às vezes;Nunca;Nunca;Nunca;Nunca;1,0;1,0;Raramente;Raramente;Raramente;Nunca;Nunca;Nunca;1,0;1,0;1,0;1,0;Nunca;Nunca;Às vezes;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Às vezes;Às vezes;Nunca;Nunca;Nunca;Nunca;Nunca;1,0;1,0;1,0;1,0;1,0;1,0;1,0;Às vezes;Às vezes;Muitas vezes;Muitas vezes;Sempre;Sempre;Sempre;Qualquer pessoa que trabalha na plataforma;Às vezes;Nunca;Nunca;Nunca;Alguma coisa;Alguma coisa;Leve;Médio;Médio;Médio;Leve;Muitas vezes;Nunca;Às vezes;Satisfeito;Satisfeito;Satisfeito;Sempre;Sempre;Nunca;Nunca;Raramente;Às vezes;Às vezes;Nunca;Nunca;Não se aplica;Não se aplica;aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;;
8,0;13112017,0;Karina;West Carina;Seadrill;Masculino;Solteiro/Separado/Desquitado/Divorciado/Viúvo;Não;Nenhuma;Nenhuma;Nenhuma;18 a 24 anos;Médio Completo;Rio de Janeiro;Marinha;Homem de área;Três a quatro anos;Três a quatro anos;Quatorze dias;Quatorze dias;Doze horas;Às vezes;Sempre;Nunca;Raramente;Quase sempre;Sempre;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;1,0;1,0;Satisfeito;Muito insatisfeito;Satisfeito;Às vezes;Nunca;Sempre;Nunca;Quase sempre;Às vezes;Quase sempre;Nunca;Nunca;Nunca;Às vezes;Nunca;Nunca;Nunca;Nunca;Nunca;Raramente;Quase sempre;Quase sempre;Raramente;Muito bom;não se aplica;não se aplica;não se aplica;não se aplica;não se aplica;,0;se aplica;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;Às vezes;Raramente;Nunca;Raramente;Raramente;Nunca;Nunca;Nunca;Nunca;Às vezes;Raramente;Nunca;Nunca;Nunca;1,0;1,0;Raramente;Nunca;Nunca;Nunca;Nunca;Nunca;1,0;1,0;1,0;1,0;Nunca;Nunca;Muitas vezes;Às vezes;Nunca;Nunca;Nunca;Nunca;Raramente;Às vezes;Muitas vezes;Nunca;Nunca;Nunca;Nunca;Nunca;1,0;1,0;1,0;1,0;1,0;1,0;1,0;Às vezes;Às vezes;Às vezes;Muitas vezes;Sempre;Muitas vezes;Às vezes;Qualquer pessoa que trabalha na plataforma;Nunca;Nunca;Nunca;Nunca;Alguma coisa;Alguma coisa;Leve;Alto;Médio;Alto;Médio;Sempre;Nunca;Raramente;Muito satisfeito;Muito satisfeito;Muito satisfeito;Sempre;Muitas vezes;Nunca;Raramente;Às vezes;Às vezes;Às vezes;Nunca;Nunca;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;aplica;aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;aplica;aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;;
9,0;13112017,0;Karina;West Carina;Seadrill;Masculino;Casado/União Estável/Morando juntos;Sim;Duas crianças;Nenhuma;Nenhuma;35 a 44 anos;Sup. Completo;Rio de Janeiro;Marinha;Homem de área;Cinco a seis anos;Cinco a seis anos;Quatorze dias;Quatorze dias;;Às vezes;Quase sempre;Nunca;Raramente;Quase sempre;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;1,0;1,0;Satisfeito;Muito satisfeito;Satisfeito;Às vezes;Nunca;Às vezes;Nunca;Raramente;Raramente;Raramente;Nunca;Nunca;Nunca;Raramente;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;Nem bom nem ruim;não se aplica;se aplica;não se aplica;não se aplica;não se aplica;,0;não se aplica;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;Raramente;Raramente;Nunca;Raramente;Raramente;Raramente;Nunca;Nunca;Raramente;Às vezes;Nunca;Nunca;Nunca;Raramente;1,0;1,0;Raramente;Nunca;Nunca;Nunca;Nunca;Nunca;1,0;1,0;1,0;1,0;Raramente;Raramente;Às vezes;Nunca;Nunca;Nunca;Nunca;Raramente;Raramente;Às vezes;Às vezes;Nunca;Nunca;Nunca;Nunca;Nunca;1,0;1,0;1,0;1,0;1,0;1,0;1,0;Muitas vezes;Sempre;Muitas vezes;Às vezes;Sempre;Sempre;Sempre;Qualquer pessoa que trabalha na plataforma;Raramente;Raramente;Nunca;Nunca;Alguma coisa;Alguma coisa;Médio;Médio;Alto;Médio;Médio;Sempre;Nunca;Raramente;Satisfeito;Satisfeito;Muito satisfeito;Sempre;Às vezes;Nunca;Nunca;Raramente;Às vezes;Às vezes;Raramente;Raramente;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;;
